,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02,-1.31,-0.13,-0.9,-1.58,0.01,-0.68,-0.93,1.23,0.44,-0.25,0.66,-0.83,-1.48,-0.13,-1.47,-0.23,0.11,-1.02,-1.68,-0.08,-0.8,-1.05,-0.11,-1.56,-0.31,-1.13,-1.79,-0.12,-0.91,-1.16,-0.67,-1.38,-0.15,-0.96,-1.61,-0.7,-0.95,0.61,-0.23,-0.89,-0.41,0.86,0.02,-0.64,0.27
2019-01-03,-0.44,-0.05,0.25,-0.83,-0.29,0.1,0.28,0.43,0.7,-0.41,0.53,0.27,-0.76,0.16,-0.29,0.12,0.08,0.41,-1.69,-0.13,0.25,0.45,-0.03,-0.45,-0.08,0.15,-0.85,-0.34,0.0,0.25,-1.06,-0.12,0.25,0.54,-0.54,0.4,0.49,-0.12,0.15,-0.94,-0.73,-0.34,-0.04,-1.1,-0.19
2019-01-04,0.69,1.63,1.65,2.38,0.94,1.27,1.61,0.84,0.9,1.63,0.53,0.08,0.75,-1.55,-0.82,0.02,-0.68,0.08,0.82,-0.57,-0.32,0.02,-0.82,-0.12,0.77,0.75,1.54,0.12,0.39,0.73,0.74,-0.25,0.59,0.66,1.38,0.23,0.56,0.33,0.39,1.12,-0.86,-0.01,0.05,0.78,-0.34
2019-01-07,-0.17,-0.28,0.44,0.6,0.32,0.14,0.46,-0.17,0.59,0.79,0.3,0.72,0.94,0.24,0.07,-0.07,0.3,0.68,0.84,0.56,0.39,0.68,-0.05,-0.2,-0.33,0.37,0.57,0.26,0.07,0.37,0.17,-0.48,-0.54,0.17,0.29,-0.13,0.17,-0.41,0.3,0.48,-0.58,-0.71,-0.0,0.18,-0.3
2019-01-08,-0.29,0.08,-0.06,-0.12,0.38,0.03,-0.1,0.38,0.24,0.2,0.34,-0.13,-0.16,-0.2,-0.46,-0.12,0.22,-0.25,-0.28,0.18,-0.13,-0.31,-0.43,-0.71,-0.36,-0.48,-0.5,-0.06,-0.36,-0.54,-0.04,-0.65,-0.38,-0.51,-0.46,-0.39,-0.57,0.05,-0.08,-0.12,-0.17,0.19,0.05,0.01,0.14
2019-01-09,-0.07,-0.24,0.42,-0.13,-0.55,0.07,0.43,-0.21,0.5,-0.04,0.15,0.71,0.16,0.45,0.38,0.15,0.31,0.87,0.33,-0.08,0.52,0.88,0.12,0.05,-0.15,0.53,-0.01,-0.42,0.18,0.55,-0.53,0.48,0.23,0.94,0.41,0.59,0.96,-0.37,0.34,-0.18,-0.51,-0.66,-0.01,-0.55,-0.36
2019-01-10,0.38,1.23,0.23,0.46,0.33,0.16,0.23,0.87,-0.16,0.08,-0.23,-0.99,-0.74,-0.59,-0.18,0.65,-0.05,-0.35,-0.11,-0.24,-0.42,-0.36,-0.54,-0.13,0.71,-0.29,-0.07,-0.2,-0.36,-0.3,0.25,0.05,0.91,-0.09,0.12,-0.16,-0.11,1.11,0.07,0.3,0.18,1.02,0.02,0.26,-0.06
2019-01-11,0.63,0.35,0.38,0.43,-0.35,0.46,0.37,-0.29,-0.22,-0.2,-0.18,0.07,0.17,-0.65,-0.03,-0.3,-1.04,-0.26,-0.21,-1.03,-0.22,-0.27,0.37,0.98,0.64,0.77,0.8,-0.02,0.8,0.75,0.06,1.02,0.53,0.64,0.76,0.67,0.62,-0.11,-0.04,0.03,0.24,-0.06,0.01,0.07,0.05
2019-01-14,-0.08,-0.63,-0.2,-0.61,-0.17,-0.18,-0.22,-0.55,-0.12,-0.54,-0.09,0.43,0.03,0.32,0.24,-0.3,-0.03,0.09,-0.28,0.15,0.11,0.07,0.35,0.27,-0.27,0.12,-0.26,0.2,0.14,0.09,-0.39,0.09,-0.47,-0.04,-0.44,-0.02,-0.07,-0.45,-0.02,-0.41,0.14,-0.4,0.03,-0.36,0.05
