date,AUD
2020-02-28T22:00:00,3.17
2020-03-06T22:00:00,2.59
2020-03-13T21:00:00,6.71
2020-03-20T21:00:00,8.15
2020-03-27T21:00:00,1.84
2020-04-03T21:00:00,8.26
2020-04-10T21:00:00,2.36
2020-04-17T21:00:00,2.65
2020-04-24T21:00:00,2.26
2020-05-01T21:00:00,4.01
2020-05-08T21:00:00,1.06
2020-05-15T21:00:00,3.28
2020-05-22T21:00:00,2.66
2020-05-29T21:00:00,6.84
2020-06-05T21:00:00,1.68
2020-06-12T21:00:00,2.31
2020-06-19T21:00:00,2.19
2020-06-26T21:00:00,1.94
2020-07-03T21:00:00,0.89
2020-07-10T21:00:00,1.76
2020-07-17T21:00:00,2.51
2020-07-24T21:00:00,1.6
2020-07-31T21:00:00,1.74
2020-08-07T21:00:00,1.16
2020-08-14T21:00:00,1.18
2020-08-21T21:00:00,3.62
2020-08-28T21:00:00,0.97
2020-09-04T21:00:00,2.02
2020-09-11T21:00:00,0.92
2020-09-18T21:00:00,0.64
2020-09-25T21:00:00,2.76
2020-10-02T21:00:00,1.78
2020-10-09T21:00:00,0.48
2020-10-16T21:00:00,1.7
2020-10-23T21:00:00,0.78
2020-10-30T21:00:00,4.38
2020-11-06T22:00:00,1.75
2020-11-13T22:00:00,1.11
2020-11-20T22:00:00,1.82
2020-11-27T22:00:00,1.19
2020-12-04T22:00:00,3.46
2020-12-11T22:00:00,1.62
2020-12-18T22:00:00,1.52
2020-12-25T22:00:00,2.13
2021-01-01T22:00:00,2.55
2021-01-08T22:00:00,0.94
2021-01-15T22:00:00,0.86
2021-01-22T22:00:00,0.88
2021-01-29T22:00:00,2.18
2021-02-05T22:00:00,1.54
2021-02-12T22:00:00,2.44
2021-02-19T22:00:00,1.41
2021-02-26T22:00:00,2.4
2021-03-05T22:00:00,2.02
2021-03-12T22:00:00,1.16
2021-03-19T21:00:00,1.47
2021-03-26T21:00:00,1.16
2021-04-02T21:00:00,0.95
2021-04-09T21:00:00,2.41
2021-04-16T21:00:00,0.97
2021-04-23T21:00:00,1.18
2021-04-30T21:00:00,2.02
2021-05-07T21:00:00,0.94
2021-05-14T21:00:00,0.58
2021-05-21T21:00:00,0.87
2021-05-28T21:00:00,1.58
2021-06-04T21:00:00,0.73
2021-06-11T21:00:00,0.41
2021-06-18T21:00:00,2.74
2021-06-25T21:00:00,0.97
2021-07-02T21:00:00,1.48
2021-07-09T21:00:00,0.55
2021-07-16T21:00:00,0.95
2021-07-23T21:00:00,0.44
2021-07-30T21:00:00,1.73
2021-08-06T21:00:00,0.83
2021-08-13T21:00:00,0.51
2021-08-20T21:00:00,3.35
2021-08-27T21:00:00,3.25
2021-09-03T21:00:00,0.29
2021-09-10T21:00:00,0.66
2021-09-17T21:00:00,1.19
2021-09-24T21:00:00,1.84
2021-10-01T21:00:00,1.74
2021-10-08T21:00:00,2.67
2021-10-15T21:00:00,1.84
2021-10-22T21:00:00,1.87
2021-10-29T21:00:00,0.65
2021-11-05T21:00:00,1.05
2021-11-12T22:00:00,0.78
2021-11-19T22:00:00,0.92
2021-11-26T22:00:00,0.54
2021-12-03T22:00:00,4.36
2021-12-10T22:00:00,1.33
2021-12-17T22:00:00,2.46
2021-12-24T22:00:00,0.97
2021-12-31T22:00:00,0.74
2022-01-07T22:00:00,1.3
2022-01-14T22:00:00,1.04
2022-01-21T22:00:00,0.78
2022-01-28T22:00:00,2.18
2022-02-04T22:00:00,2.69
2022-02-11T22:00:00,1.86
2022-02-18T22:00:00,2.59
2022-02-25T22:00:00,4.8
2022-03-04T22:00:00,1.78
2022-03-11T22:00:00,3.71
2022-03-18T21:00:00,3.47
2022-03-25T21:00:00,1.58
2022-04-01T21:00:00,2.44
2022-04-08T21:00:00,1.06
2022-04-15T21:00:00,1.09
2022-04-22T21:00:00,0.95
2022-04-29T21:00:00,3.41
2022-05-06T21:00:00,1.42
2022-05-13T21:00:00,2.33
2022-05-20T21:00:00,1.0
