,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CHF_HKD,CHF_JPY,EUR_AUD,EUR_CAD,EUR_CHF,EUR_GBP,EUR_HKD,EUR_JPY,EUR_NZD,EUR_SGD,EUR_USD,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_SGD,GBP_USD,HKD_JPY,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SGD_CHF,SGD_HKD,SGD_JPY,USD_CAD,USD_CHF,USD_HKD,USD_JPY,USD_SGD
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-02,0.52,1.1,0.27,-0.14,0.4,0.61,0.27,0.58,-0.25,-0.68,0.09,-0.82,-1.25,-0.93,-0.4,0.18,0.12,-0.58,-1.07,-0.53,-0.25,-0.58,-0.96,-0.43,0.09,-0.69,-1.11,-0.56,-0.35,-0.69,-0.41,0.12,0.7,-0.12,-0.54,0.21,-0.12,0.49,-0.34,-0.75,0.25,0.83,0.0,-0.41,0.34
2014-01-03,0.07,1.11,0.4,0.43,-0.66,0.4,0.4,1.03,0.33,0.38,0.32,-0.7,-0.64,-1.01,-0.94,0.07,-0.42,-0.61,-0.59,-1.66,-0.61,-0.61,-0.6,-0.53,0.49,-0.2,-0.17,-1.26,-0.2,-0.2,0.04,0.75,1.79,1.08,1.11,1.06,1.08,0.71,0.01,0.04,-0.33,0.71,0.0,0.04,-0.0
2014-01-06,0.3,-0.0,0.11,-0.46,-0.09,0.18,0.11,-0.3,-0.19,-0.77,-0.12,0.11,-0.48,0.15,0.45,0.14,0.2,0.26,-0.31,0.07,0.33,0.26,-0.07,0.23,-0.06,0.04,-0.54,-0.14,0.11,0.04,-0.58,0.39,0.07,0.18,-0.39,0.25,0.18,-0.18,-0.07,-0.65,0.19,-0.11,0.0,-0.58,0.07
2014-01-07,0.57,0.1,-0.45,-0.08,-0.37,-0.19,-0.45,-0.48,-1.02,-0.66,-0.76,-0.55,-0.19,0.36,0.93,0.47,-0.06,-0.1,0.26,0.0,0.16,-0.1,0.43,1.01,0.54,-0.03,0.35,0.07,0.24,-0.02,0.37,0.93,0.46,-0.09,0.27,0.16,-0.09,0.29,-0.26,0.1,1.03,0.55,-0.0,0.37,0.26
2014-01-08,0.22,-0.05,-0.29,-0.05,-0.08,-0.08,-0.29,-0.27,-0.5,-0.26,-0.3,-0.24,0.01,-0.01,0.21,-0.05,-0.57,-0.3,-0.04,-0.07,-0.09,-0.29,0.57,0.79,0.51,0.28,0.53,0.51,0.49,0.28,0.25,0.28,0.01,-0.24,0.01,-0.03,-0.23,0.03,-0.21,0.04,0.5,0.24,-0.0,0.24,0.2
2014-01-09,0.19,-0.49,-0.02,-0.06,0.13,-0.27,-0.02,-0.68,-0.2,-0.25,-0.46,0.48,0.44,0.26,0.45,-0.24,0.03,0.24,0.21,0.37,-0.01,0.24,0.22,0.41,-0.28,0.2,0.15,0.33,-0.05,0.2,-0.04,0.08,-0.61,-0.13,-0.16,-0.39,-0.14,-0.22,0.26,0.21,0.21,-0.47,0.0,-0.04,-0.25
2014-01-10,1.56,0.6,1.09,0.46,0.48,0.56,1.09,-0.95,-0.47,-1.07,-0.99,0.48,-0.13,-0.63,0.92,-0.04,0.45,0.46,-0.17,-0.14,-0.07,0.46,-1.06,0.48,-0.47,0.01,-0.6,-0.58,-0.51,0.01,-0.61,1.05,0.11,0.6,-0.03,0.08,0.6,0.04,0.52,-0.09,0.47,-0.48,-0.0,-0.61,-0.52
2014-01-13,0.19,0.34,0.61,-0.34,-0.39,0.7,0.61,0.14,0.41,-0.53,0.5,0.27,-0.69,-0.66,-0.47,-0.32,0.57,-0.06,-1.01,-1.06,0.02,-0.06,-1.23,-1.04,-0.89,-0.63,-1.56,-1.62,-0.54,-0.62,-0.95,0.6,0.74,1.01,0.06,1.09,1.02,-0.35,-0.08,-1.04,-0.41,-0.27,-0.0,-0.95,0.08
2014-01-14,-0.21,-0.58,-0.97,0.2,-1.04,-0.61,-0.97,-0.37,-0.76,0.42,-0.41,-0.39,0.79,1.04,0.83,0.44,-0.29,0.05,1.24,-0.02,0.41,0.06,1.33,1.12,0.73,0.35,1.53,0.29,0.7,0.35,1.18,0.84,0.44,0.05,1.25,0.4,0.05,0.04,-0.35,0.83,0.76,0.39,-0.0,1.18,0.35
